"It would help if there was more consistency with SI desktop, iMFM, and VAWS. The way you see the same data is so different between each application. ",not applicable
maybe add in some more problem code or equipment group categories to list,not applicable
Problem code improvements. Many times the customer will not find an accurate problem code. ,not applicable
Provide current accurate data that is easily available. ,not applicable
"Some features ideally would be dataloadable that are currently not. Attaching documents to equipment tags, or the details of contact IDs for example.",not applicable
"Sometimes when I sue the Chinese vision, The  WO completed time will in the future time.Not the input time.   And I want to create the PO from si7, if I use the Chinese description , sometimes will no PO create  in Mybuy.",not applicable
the job waranty,not applicable
"The way we have to enter the finot applicablencial data in order to create the desired outcome is very devious, unlogical and time consuming. ",not applicable
"Users feel that a lot of data entry is required, but that it does not appear to have purpose.  ",not applicable
More client customization,not applicable
‚Ä¢  A lot of repetitive manual data input flowing from one report form to the next. ,not applicable
"Avoid tools that create duplication, i.e. tools that are compatible with client platforms, for example MS Project. Currently we find duplication of tasks, firstly in client platforms as they prefer to manot applicablege this way and then replicating the same in Kahua.",not applicable
Our team does a lot of the tracking on SmartSheets and than transfers information into Kahua weekly. ,not applicable
"using this tool, as it is now, makes a greater risk of fails in the project, as we have to type the same info in various other places. ",not applicable
"Quantum is a very encompassing package however this system along with the CERM processes are overkill for the proportion of critical cover we provide to our client ""Clarks"" in the Local Services division. There are some useful features however we are obliged to follow numerous processes that do not deliver any value for us or our client and actually use up valuable time. We would benefit from a ""lite"" version of Qauntum for this account and all other accounts in a similar position.",not applicable
" Too many similar forms that are used for reporting the same things, but only separated and differentiated due to reporting lines.",not applicable
A system where a spreadsheet can be uploaded and edited would streamline reporting and prevent double handling of data.,not applicable
"When we call for check-in as a vendor, we do not have enough time to input the numbers, we have to repeat several times until is ok, same for check-out",not applicable
Best recommendation is to find a tool that accomodates accounting processes and provides a viable PJM recording tool so the work is not manual by record which is currently the state,not applicable
"I've used KAHUA in the past.  The program seemed like a good idea, in theory, but caused quite a bit of doubling-up on work tasks. ",not applicable
Less duplication of information entered ,not applicable
"Power BI, Kahua, Salesforce and tracker seem to have overlapping or duplicated efforts. ",not applicable
Quantum is a huge consumer of time. CNET cert is a 3 year cert but being forced to take every 6 months. It is a technician cert. yet manot applicablegers ands directors are being forced to take it as well. CNET  is not specialized for each contract and provides information some technicians will never deal with such as the IT portion  of the cert. If CBRE wants to implement CNET it should be as a new hire training not taking technicians away from the daily duties and responsibilities not to complete every six months. ,not applicable
So much of Quantum is a redundant process for me so it is difficult to be objective. It could be useful if the other processes were no longer in use but that is never the case so it is frustrating. At the site level we can adaptive quickly so efforts are not duplicated but when it comes to higher up in the corporation this does not even feel like it is considered. ,not applicable
We look forward to the launch of Project Lite in Jan 2024. The MMM sheet process is very manual and incorporating this into the new system will be a big help with forecasting.,not applicable
The Estimator Tool is Currently Unot applicablevailable but if it were it would have to be actively linked to the cost fit out guide  ,Feature Request/ Enhancement
 I WOULD LIKE TO SEE A WAY ENGINEERS FROM THE Field COULD INPUT INFO ON NEW EQUIPMENT OR JUST EQUIPMENT IN GENERAL INTO SI7 INSTEAD OF WAITING EMAILING INFO TO ANOTHER PERSON TO COMPLETE BECAUSE WE IN THE Field ARE VISUALLY ONSITE WITH THE EQUIPMENT. BELIEVE WE IN THE FEILD WOULD GIVE BETTER Description AND LOCATION AS WELL AS FILL IN ALL THE BLANKS I SEE IN THE LOCATION AND INFO fields. ,Feature Request/ Enhancement
" It would be beneficial to have key subcontractors on site have access and be able to open tickets like in the previous application (canteen, 3rd party maintenot applicablence, security, etc.). It would also add greatly to the usefulness ",Feature Request/ Enhancement
1. Unot applicableble to use open SI on multiple accounts at the same time. eg: WAYMO and ANZ,Feature Request/ Enhancement
Cannot reassign to contractors with the mobile app. This would be very helpful,Feature Request/ Enhancement
"Find a way to simplify the usage for the client. There are too many selections to choose from and therefor too many mistakes that can be made. If the client does not use it every day, it takes too long to find the correct selection/enter a work order which results in them reverting to sending us a mail and CBRE having to enter all the WO's. ",Feature Request/ Enhancement
"Hola,he entrado pero necesito las atribuciones de supervisor para poder abrir tickets y cerrarlos. Tambien en la aplicacion mobil amfm los tecnicos a cargo no han podido accesar y no se ven reflejados los reportes para poderlos visualizar",Feature Request/ Enhancement
I would like to have additionot applicablel access to view all work orders for a particular facility that I oversee. ,Feature Request/ Enhancement
It would be better if the locations were available for all employee houses and detachments. ,Feature Request/ Enhancement
"Much of it is mainly for the property manot applicablegement division, engineers, maintenot applicablence, etc... I wish there was a version that's more for those of us that are strictly office manot applicablegement, where CBRE does not have the property manot applicablegement part too.",Feature Request/ Enhancement
Need to be adjusted per site and units or equipment's. A lots of procedures are not applied for the equipment's. Others are too poor.  Site Supervisors need privilege's to delete or add inspections. I think is the best way.,Feature Request/ Enhancement
Perhaps more access for techs. ,not applicable
The JSA for the PM jobs for my engineers are not applicable for their task.  The only option they have is Open / Complete.  The option N/A needs to be added so that we are truly filling them out correctly.  Right now you have to select complete to get it to show as closed. ,Feature Request/ Enhancement
"wish we had some of the tools that were taken away given back, such as reopening a wo. we shouldn't be wasting time bothering our manot applicableger",Feature Request/ Enhancement
The SIREQUEST App and iMFM app doesnt allow the client/users to enter Priority parameters for work orders. When vantage anot applicablelytics reports are run it looks like the team doesnt close out work orders in time because of the set priority code. ,Feature Request/ Enhancement
"3. Global job plans should consider the technical legal standards in all countries - reference work by Kevin Hill's team
",Feature Request/ Enhancement
5. inclusion of a 'statutory' flag for assets and PPM,Feature Request/ Enhancement
"First off, we need better and more categories. My job is different from other sites and what I do on a daily basis is not in the system. I submit my own work orders and it is difficult to put them in with the wrong categories. There needs to be a category for mail and packages. Also need a category for escorting contractors.",Feature Request/ Enhancement
improve reporting,Feature Request/ Enhancement
"Integrate the NTE feature in SI with finot applicablencial software, like JDE. Additionot applicablelly, when a global vendor is added into SI in one country, the Global Strategic Sourcing team should ensure the vendor is populated in all applicable countries so that CBRE Clients can take advantage of this value add service model.",Feature Request/ Enhancement
"It would be awesome if there was a field indicating whether or not the property is leased, owned or partially manot applicableged.",Feature Request/ Enhancement
It would be nice if there were a master list of manufacturers and models that covered all clients. We often get junk from the field in those two fields and have to do all sorts of cleanup.,Feature Request/ Enhancement
"Yes, by continuing to find ways to improve the platforms and using more auto-population for filing in spaces.",Feature Request/ Enhancement
"Stop expanding it and focus on improving what is already there.  On so many calls when we look at fixing what we have people say ""well we only have so much we can work on, and we need this new feature.""  So the result is that we keep getting features that aren't great, and little gets improved.",Feature Request/ Enhancement
" provide custom dashboard and reporting capabilities (current dashboard functionot applicablelity is very limited and provides no use on this account) - provide means for PM to see all their projects in one view regardless of partition, and provide means to update key data from that same view without having to not applicablevigate to a separate app.  ",Feature Request/ Enhancement
1. PM library access to be restored since Jarvis access is still not available,Feature Request/ Enhancement
My account has switched from IMFM to the Carrigo. We no longer use IMFM and it is missed. I thought IMFM was a better service tool for work orders. Carrigo is owned by a competitor of CBRE and I feel the competition is purposefully sabotaging our efforts to maintain the Wells Fargo account ,Feature Request/ Enhancement
"Sometimes I feel the tool is very good, but as a global account, not always all the options are needed in someplaces. It varies depend on what you have in your facilities and should be flexible.",Feature Request/ Enhancement
2. vendor database: Multiple vendor record for same vendor creates confusion. Should be cleaned up,Feature Request/ Enhancement
a better way to mas upload invoices.  Your current report is way too touchy and not user friendly.  Most of the time the ones who submit invoices are data crunchers and end users not IT gurus ,Feature Request/ Enhancement
Entering a ticket thru the call entry with a timer feels very controlling and old fashioned.,Feature Request/ Enhancement
If the everyday repeated request can populate easily at the start of an entry that would simplify the process.,Feature Request/ Enhancement
"Not the most user friendly when creating a WO, Trying to ensure we have the right caller infomation is hard to confirm by email address, It would be great if we could pull caller information by their EID number assigned to them by our clients instead. When creating a request Trying to find the site in question is tricky, If there was a search feature to locate the site my their mail or location code would help.",Feature Request/ Enhancement
se podri­a tener unot applicable opcion para cambiar de estado las WO PM en vez de cambiar de a unot applicable  por lo demas muy buenot applicable app,Feature Request/ Enhancement
There should be more drop down options,Feature Request/ Enhancement
"When you click on the actions button you can see all actions, but you can't see the title like if you click on incidents. It would be nice to have that info on screen in 1 click. That's all... for now ... I just use it for 1 day.  ",Feature Request/ Enhancement
"It would be helpful if there was a ""go to action(s)"" button within a risk in the CERM 502 risk register so that you could jump back and forth between risks and their associated actions (there is already a ""go to risk"" button within the actions that links you to the associated risk but not vise versa)",Feature Request/ Enhancement
  Allow manual corrections to insurances. ,Feature Request/ Enhancement
 It would be great to have basic project data flow down to subsequent forms with the ability to gateway check.  ‚,Feature Request/ Enhancement
" No way to flag as urgent and no indication of how long you should expect service to be provided.  Sometimes you get an email after quite some time has passed that tells you your service date is several weeks from then.  No message to tell you to call instead of use the website if it is an emergency - this is a problem  Emails that say your request is complete typically have no information as to what was done - just say ""complete""  ",Feature Request/ Enhancement
 The project team does not have a tool either that they can create a survey form to take photos in field on a job site and send from the job site that to parties that need it.  We should have this. We are the largest PJM company in the world yet we don't have a tool like this.  ,Feature Request/ Enhancement
Ability to stay logged into mobile tech IMFM app rather than being logged out when closing app.,Feature Request/ Enhancement
"Add a project snot applicablegging tool. Where images can be uploaded, actions tracked and action owners prompted.",Feature Request/ Enhancement
Add all emails to client emails ,Feature Request/ Enhancement
Add more filters,Feature Request/ Enhancement
Adding a receipt attachment to FPO created on MFM after the FPO is created be extremely helpful ,Feature Request/ Enhancement
"Allow users to input future time entries for vacation or in the alternot applicabletive, allow manot applicablegers to post technicians time rather than request hourly employees to do so whilst on to. it’s more about being required to have our time current when we (hourly) are on vacation. I put my time in si7 for last week on Saturday and I did not post the time it took to do it. If I could put my time in prior to my scheduled vacation, I would not have to do this administrative task when I am on vacation.",Feature Request/ Enhancement
"An email reminder when a deadline is upcoming. I have long projects that are categorized as P-4, but they sometimes take months. A quick email reminder would be great.  ",Feature Request/ Enhancement
"Another area for improvement would be easier ways to upload photos, also when completing a field po, if it would automatically auto fill the work order number it would keep from having to write down or remember the work order. There are a few other options that in my option would be easier to use overall I'm satisfied with how it is laid out and preforms.",Feature Request/ Enhancement
be able to upload an image when creating a ticket would be beneficial. ,Feature Request/ Enhancement
biometric log on in mobile app would be good ,Feature Request/ Enhancement
BULK INVOICING ,Feature Request/ Enhancement
Bulk invoicing ,Feature Request/ Enhancement
Create an area for 'other' if we have situations where there is something we cannot describe or catagorize.,Feature Request/ Enhancement
Customized reporting and or dashboard module,Feature Request/ Enhancement
Edit option for logs.,Feature Request/ Enhancement
find a better way to print and invoice work orders,Feature Request/ Enhancement
"FMpilot is very good website and very useful for submitting invoices and quotes for different types of work orders, the only thing i would suggest in updating is deleting different files on work orders ",Feature Request/ Enhancement
"For principal work, the goal is to be more nimble like a GC and our systems do not support that.",Feature Request/ Enhancement
Get rid of having to put WEB in front of the numbers to find a work order. If quote rejected then have the avialabilty to do a new quote without having client having to reset to pending quote,Feature Request/ Enhancement
"Hey,  We can improve creating a PDA by the below necessary changes. - When starting a new project in PDA, your required to input a HoP and PM. then your asked ""The project/program team has experience and competency required to deliver this project"" when ticking this yes, filling in the rest of the Basic Project Information and save & continue, the ""The project/program team has experience and competency required to deliver this project"" automatically turns off again which you'll have to go back at the end and tick yes again. - On the cost plan, can we only have an option if this project is mark up or margin. Most of our projects are mark up resulting in the total value of a project and finot applicablence sheet being incorrect.  Thank you. ",Feature Request/ Enhancement
"I think it's great, but when using filters, it would be great if we could exclude a trade.",Feature Request/ Enhancement
"I would like to be able to use SI7 as a finot applicablencial tracking tool, but currently unot applicableble which makes inefficient use of my time. ",Feature Request/ Enhancement
"I would like to see a way to search for specific types of comments on the comment screen.  For example: Search for all vendor comments, search for all internot applicablel comments, Search for all Dispatch comments, Search for all Reject comments. ",Feature Request/ Enhancement
I would like to see detailed updates on the time from when an invoice is approved and when the payment is made to the vendor. ,Feature Request/ Enhancement
I would like to see the due dates before I open the work orders.   ,Feature Request/ Enhancement
"I would love to be able to do all the functions from the IMFM, AMFM apps instead of having to use the computer. It would be nice to open WO's for vendors without having to open them and dispatching to me, then reassigning them to the vendor. If Service Insight and Site tools were integrated so that M/n and S/n would show on the WO it would be helpful especially if a tech was working in an unfamiliar location.  The ability to add time ahead of the actual date for vacation or holiday. This would be much more efficient so while we were on vacation we didn't have to interrupt our vacation time to make sure that our payroll time is accurate. ",Feature Request/ Enhancement
I'd love to be able to attach multiple images at once instead of just one attachment at a time.,Feature Request/ Enhancement
"If a proposal is approved, there should be an option to get it to automatically populate the invoice fields to match. It seems like certain WOs just get stalled or lost in between somewhere and take way way too long to get paid.  There are too many different statuses and they are hard to decipher. Users should be able to delete attachments. ",Feature Request/ Enhancement
If we can update portofolio manot applicableger accross multiple projects in one view we should be able to update Milestones the same way.  It takes way to long to update one project milestones at a time due to spinning people wheel.   ,Feature Request/ Enhancement
IF we could make it so that we can have multiple tabs running pilot in the same browser that would be helpful- Sometimes I need to have both the client side and the IFM side up at the same time. Also the client side only works in Firefox- It we could make it work across all browsers that would be awesome. ,Feature Request/ Enhancement
Improve the reporting system.,Feature Request/ Enhancement
incorporate the 360 into the applicatons to prompt a safety review before any work is completed.,Feature Request/ Enhancement
"Invoice submission into Service Insight is an issue for some vendors due to employee change over, getting access to the system for a new employee at the vendor.  If we had access at times we could help the vendor while they wait for the access to the system.  The last system Corrigo we did have access and it helped with keeping invoices being processed more efficient especially when the vendor emails you the invoice copy asking for help., Just a thought",Feature Request/ Enhancement
"it could be a little more specific for what we do.   Say, we have jail security network which includes card reader system as a sub system to the computerized access system.  And Si7 only have card reader system... ",Feature Request/ Enhancement
It should be translated into different languages. I'm from the LATAM region and my not applicabletive language is Spanish. I would prefer to use it in Spanish and so my team.,Feature Request/ Enhancement
It would also add greatly to the usefulness if the platform was available in local language. Many of the manufacturing staff on my site does not speak English. ,Feature Request/ Enhancement
It would be beneficial to be able to make copies of WOs.  Site number/location codes would be useful in the WO number.,Feature Request/ Enhancement
It would be great as I can find all reports in the work order directly.,Feature Request/ Enhancement
It would be great if email notifications were sent out once work order status changes. Thank you,Feature Request/ Enhancement
"It would be helpful if after a quote is approved and work is completed, if the portal was able to transfer quoted entries over to invoice, this would eliminot applicablete multiple entries for the break down. ",Feature Request/ Enhancement
It would be helpful to have an option to add attachments and add a tag when creating the work order. You need to create the work order and then go back in it to add an attachment and tag,Feature Request/ Enhancement
It would be more practical if PA tickets were enot applicablebled through the mobile app as well. Currently there is no option to modify the type of ticket from SR to PA. ,Feature Request/ Enhancement
Less forms and attachments,Feature Request/ Enhancement
Letting us do field PO's while the work order is open. Letting us have pictures after the work order has been closed. Letting us add field PO's after the work order has been closed. Letting us still add notes after the work orders been closed.,Feature Request/ Enhancement
Make quote templates the user can build on. ,Feature Request/ Enhancement
"Many if you want to contact me directly (todd.lidstone@cbre.com). Off the top of my head, on the WO screen when we bring up vendor details, they do not include the email. the WO emails that are send out are confusing. ",Feature Request/ Enhancement
more self service tools,Feature Request/ Enhancement
Need a way to delete old request.,Feature Request/ Enhancement
need to have better records retention and access to records,Feature Request/ Enhancement
Not very robust nor intuitive interface. Personot applicablelly I   would like ( among other things ) better print options so that one can print out task lists/ procedures etc into hardcopy instead of being fully limited to referring back to electronic device all the time.,Feature Request/ Enhancement
older version you were able to back date when completed... this system is more suited for a service company rather than in house facilties,Feature Request/ Enhancement
open screen should have active open worm orders not completed. portal times out 2 quickly ,Feature Request/ Enhancement
"Please add ""change problem code"" and ""change/set location"" to the mobile app. ",Feature Request/ Enhancement
Search by store number,Feature Request/ Enhancement
Seems like there should be a button we can click on to add the attachments.  VOS users do not always get the attachments. ,Feature Request/ Enhancement
"Should have an option to close multiple work orders, especially those works related to each other, PM works that was done simultaneously.",Feature Request/ Enhancement
"SI used to have the option to change completion target date if the WO could not be completed on time. It was very useful, should be back",Feature Request/ Enhancement
SI7 and Coupa need to be integrated. Once a WO is dispatched to a vendor the WO is basically useless and becomes a record. Running any kind of cost anot applicablelysis report has to be done separately because you can't pull in labor (CBRE) and vendor labor/parts together.  Vendors resist and don't use VAWS. With Coupa it's not needed anyways. A PO is created right away not like JDE. ,Feature Request/ Enhancement
"Suggestions: Flash report publication, teaser to user on new features implemented.  Plan any new features we are working on. ",Feature Request/ Enhancement
The client approval process needs work as many budget holders are site-level rather than global and all work to a set PO issued to CBRE. The Vendor link to MyFinot applicablence and MyBuy will be interesting to see and explore.,Feature Request/ Enhancement
"The current version allows only the possibility to extract Data in Excel File (Example Mock Drill, Incident Report) , it would be great to have option to exctract as PDF and not only Excel ",Feature Request/ Enhancement
"The portal is not adapted to recurring tasks. We should be able to create recurring tasks by determining their recurrence, which would save time spent creating and closing weekly requests.",Feature Request/ Enhancement
The requestor unot applicableble to input the priority levels in ServiceInsight. Most of the times the CBRE coordinot applicabletor assign the request under P9 or P10. It takes more time to address the urgent issues.,Feature Request/ Enhancement
"The tool is not practical, it is very inflexible and does not allow full visualization of work orders. Where information can be consulted, maybe I don't know to use it and exploit its potential.",Feature Request/ Enhancement
The update of the BUILDING INSPECTIONS SURVEY every 3 months minimum and also that the suppliers can mark as completed a WO when it is assigned to them. Regarding the SMALL WORKS there is a problem to generate the PO in automatic this we have to create it manually and then link it to the WO.,Feature Request/ Enhancement
There needs to be and Other tab when creating a WO as sometimes there are special request that need done.,Feature Request/ Enhancement
To be able to cancel or approve PO's,Feature Request/ Enhancement
"Use internot applicabletionot applicablel date format, rather than American. ",Feature Request/ Enhancement
Why is it necessary to Complete a WO when my superior has approved the PO and I have received an email about that? Very old fashion in its appearance.,Feature Request/ Enhancement
Wish lists.  Site IDs on the work order would help. Not receiving a  email when I reassign a work order. It just fills my in box.,Feature Request/ Enhancement
Wish there was an option to be able to delete a specific uploaded document/photo etc easily.,Feature Request/ Enhancement
Wish there was and (other) in the request type.,Feature Request/ Enhancement
"I use it as I have to, not because I want to.",not applicable
Quantum is a generic tool. It is not relevant to my work and does not benefit me in any way as a hardware planner.,not applicable
"Quantum is something we do for compliance. We use parts CERM process, but Quantum is often redundant to a process that is useful. ",not applicable
 Please make all products on the Project Manot applicablegment Portal tools readily available to project manot applicablegers - we should not have to jump through hoops to access the software. ,not applicable
"Aligning requirements between departments - each have their own unique data requirements, which build client and build reports",not applicable
Align systems so there is one source of the truth. Reduce duplication. ,not applicable
For procurement we need a bidding platform that can be integrated into the other tools.  ,Feature Request/ Enhancement
"It would save a lot of time if once a CPP is drafted for one particular site, it could be duplicated for another project at the same site as most of the general information about the site itself and the project resources remains the same.",Feature Request/ Enhancement
The functionot applicablelity should include tracking and engagement of diverse suppliers.,Feature Request/ Enhancement
"Yes, Synchronizing the technical resources into the qutantum module.",Feature Request/ Enhancement
No ability to easily not applicablevigate throughout tool to create / manot applicablege / generate project reporting data.  ,not applicable
Integration on Zycus for contracting with Project vendors Integration with PSFT for corporate reporting  Integration with Power BI for dashboard reporting,not applicable
As well as updates for a larger volume of projects. ,not applicable
"do not talk to one another,  there are too many of them",not applicable
  My recommendation for improvement would be the introduction of a QHSE only approval on the PDA. This should be linked to the CPP page so as each time a CPP is created the relevant QHSE manot applicableger is automatically send a copy for approval. ,not applicable
 It also is not all encompassing in which third party apps have to be used in conjunction with Kahua to deliver client expectations. ,not applicable
"better integration between Project manot applicablegement portal tools and Kahua. syncing, connection...",not applicable
Can there be a discussion around consolidation into one platform that suits the needs of project delivery and tracking? ,not applicable
"CBRE's tools do not integrate with the finot applicablence. supplier and QHSE systems. This results in significant duplication of tasks, which increase project manot applicablegement resource, costs which are passed onto the client, and do not offer best value, which can mean the difference between winning or losing work in a competitive market",not applicable
embedded apps lack interconnected functionot applicablelity.  ,not applicable
having everything in one place and streamlined  checklist would assist more for new starters ,not applicable
integration among the tools. ,not applicable
integration between Kahua and smartsheet would be great. ,not applicable
Integration between Power Apps & Wrench must be improved. Further more effective particularly at different project Stages Overall cohesive and well arranged hovewer sometimes it gets a bit complicated,not applicable
"It should be streamlined, ",not applicable
Kahua finot applicablencials aren't updated based on CPT/Capital Planner.,not applicable
more joined up systems available and accessible; ,not applicable
My answers above relate only to the PDA as this is the only tool I actively use. We have used plans pro it is a useful tool but do not use it regularly enough to provide feedback. This survey seems like a good idea however it should I think include a selection of questions for each platform.  ,not applicable
"Only concern, it seems UHG's CPT is up to date on current spend, and CBRE's Capital Planner may have a disconnect on updated spend information. ",not applicable
